laptop_ID,Price_in_euros
451,55.052652228533816
802,29.98577320893378
723,192.86685277619165
682,60.70634791200848
1306,-0.02655719585669658
437,73.29602790067071
22,-72.6047460412235
322,-30.575416993720353
357,-105.48268359418375
174,-43.987181324308494
1173,14.717041186987956
663,-119.11808159799205
901,-329.7095188463376
325,172.97100216694207
874,-172.9998294242389
1236,-133.12369380555924
678,-219.8711194213165
1019,-21.27767924734053
181,823.6657926537755
722,-88.35507400139568
28,8.051968017700005
463,-761.1303966160494
952,-232.71889999380664
442,-543.3833896817471
698,-37.02040657160296
606,313.26835770380467
805,6.456127223966462
927,-13.075134920634582
886,-449.55506105087784
1050,-31.081699627753324
1181,-3.5895530582054107
601,-90.86486588609785
1249,-1135.8798974755396
395,-199.8356796378239
789,-235.2000251712575
352,-47.034131126809655
145,210.82239224180216
641,-72.79450867188365
51,275.24332233441146
31,24.014508612419206
455,-1.1990862415743777
903,-226.6965815442552
566,-72.92328954577124
334,85.35273549708995
205,242.95147405372427
1224,183.0559741007737
565,29.611863831528467
319,258.44323799811264
389,-24.38149680874676
302,-136.9603996003989
335,-106.87829253881046
1112,-415.9577859174037
95,220.78952503616733
1287,-6.940009920633997
1299,-42.86057690127291
1163,-31.205593652379093
86,27.419516479552442
410,376.7425026164308
1257,-109.73987120617517
149,68.25561632217023
1288,122.32720260097051
1213,-84.8220743012173
1095,582.2866559392987
105,71.47996098020008
239,332.5057546124508
1192,-29.847671897851797
514,144.26483192997466
121,-47.96180036035412
1093,124.46010403088962
1251,267.0377623626375
304,126.37809903390325
742,231.49194212335283
353,-101.58520966335186
988,-214.24545379818574
258,-120.13854357150763
287,39.1618369561329
331,-7.759230616605578
414,70.55813816327964
1161,-355.9933407663759
1233,111.67384702598986
46,231.41828646734757
675,157.51099685169686
746,-146.04845713017153
973,176.21659918454532
523,245.7893281718283
611,0.7861826685219739
740,-122.28732536511097
55,50.70191607796971
582,37.76140081545435
295,110.30724356794002
316,-307.04260849467937
1250,157.90984388413813
194,-495.36477441804345
219,198.1966493009429
498,-230.23410809428697
1283,-1.5728539916697173
133,86.89024488408381
356,172.2386492019882
154,208.257801845705
254,-172.04657945061717
494,-85.12311676159607
98,138.9032868569053
500,-138.18005523246592
4,-234.85360406656991
453,116.17242299855235
1151,-1924.8995833095473
721,-3.023897632129774
244,24.474478426285827
1312,-17.620361035789415
388,-317.71250682529535
925,-49.92523992096824
1005,26.782642050409777
412,-117.78744328885432
510,59.22105568835923
1069,-193.4068901455688
570,-1194.5446871709648
227,109.45810389687699
257,-22.382655092922903
385,210.0132858887141
686,-723.3342920373275
501,509.1696205837811
245,-54.29266371144138
484,-287.3141532138495
934,27.76607164119457
15,156.45982635985501
920,147.2775571489325
720,108.7720186722222
289,-7.0881170224078005
456,-630.1835901281261
534,37.820778758939525
1028,-67.4258710971568
1144,425.7118153235658
233,-13.084253302690854
422,42.36517874921185
526,130.17603737135892
1269,34.72212510505369
681,74.40120613117045
1137,32.69680551194824
402,468.6390858189426
207,-152.9798428396996
954,-346.6236044456798
454,708.4497140894832
596,-324.7685027690559
914,279.57190090266863
1265,-161.55798278903558
1022,28.175451249043135
135,167.89764214951742
482,-177.5857046803933
825,227.07945996860371
317,35.59938361242075
832,-181.66043979674942
680,496.63140458963926
292,33.77942289573127
1113,-130.1927016198087
364,156.9305606199357
963,-32.1449149441828
401,38.14331764961207
757,-272.2788972597913
726,125.8714847156811
547,186.96944338064304
1167,-570.9434199510802
396,125.56291298015731
118,47.40359522925405
1037,-3.330701551958782
636,-389.4765528537521
685,292.7534418835131
1185,38.20549132811635
1156,-529.2471998735384
823,-6.346924304218419
836,-110.01863411390184
627,-252.3058526952101
119,7.289566332934328
41,58.015494679923165
639,18.69625854700871
1117,109.18283002909806
599,463.6967962137062
1101,409.6194692351296
918,171.72380171812256
369,299.38561640291607
626,186.21659918454532
416,-48.58388977292552
546,353.40166872413283
260,486.96671265078476
