laptop_ID,Price_in_euros
1118,7.9724660159745655
153,7.131106808667346
275,7.580648730514814
1100,6.9392442560720795
131,7.242082359256962
1126,6.646585301070466
203,6.952728644624869
853,6.572268556582216
1244,7.298445101508147
585,7.912056888179006
819,7.4673710669175595
438,6.918695219020472
296,7.080026499922591
993,7.4673710669175595
898,7.223222737441855
831,7.824046010856292
326,6.380122536899765
543,6.682622249968917
1203,6.813444599510896
202,7.22983877815125
1184,7.237778191923443
709,5.991464547107982
175,6.551080335043404
1124,7.200424892944957
430,6.393590753950631
737,6.194405391104672
406,7.873217054862741
987,7.074116816197362
730,7.313220387090301
303,6.214608098422191
1080,7.285506548522785
542,7.222566018822171
753,5.802118375377063
876,6.814542897259958
1104,5.961005339623274
535,6.373319789577012
83,7.32052696227274
598,6.856461984594587
477,7.600902459542082
1120,7.2542485653137305
359,7.461220763947065
862,7.549609165154532
448,6.620073206530356
19,6.214608098422191
1206,7.003065458786462
551,5.857933154483459
651,7.064759027791802
264,7.438383530044307
211,7.575584651557793
569,7.583756300707112
165,6.692083742506628
653,5.616771097666572
965,7.4821189235521155
910,6.421622267806518
923,7.095064377287131
1153,6.665683717782408
1068,7.720905251936779
507,5.831882477283517
909,6.803505257608338
1008,6.7912214627261855
1318,5.438079308923196
238,6.756932389247553
691,6.551080335043404
614,6.336825731146441
35,6.906754778648554
966,7.2868764117507
426,7.103634513708157
869,6.476972362889683
843,7.409136443920128
671,6.29156913955832
955,6.274762021241939
1295,5.66988092298052
562,5.41610040220442
827,7.826451116270136
393,7.222566018822171
126,7.148345743900068
32,5.298317366548036
294,6.49225498642084
842,7.079184394609668
567,5.857933154483459
282,6.61472560020376
936,7.047517221357296
215,6.659293919683638
1027,7.54338456933354
771,7.352441100243583
1254,7.695844389732659
1171,7.090076835776092
224,7.154615356913663
13,7.800150780272373
574,6.606650186198215
341,7.1459844677143876
835,7.214504414151143
828,6.628041376179533
1252,6.866933284461882
386,7.083387847625295
327,6.9985096422506015
1200,6.797951573626936
768,6.396929655216146
964,7.718685495198466
694,6.4193595471823075
985,7.5827283055631725
915,7.6255950721324535
462,6.173786103901937
620,5.886104031450156
932,7.2078598714324755
128,5.560681631015528
184,6.956545443151569
1146,7.626268016386377
458,7.588829878307813
731,8.205327710041223
241,5.968707559985366
465,7.495541943884256
739,6.476972362889683
1060,7.293017679772782
235,5.991439546795477
1280,6.131226489483141
525,6.7912214627261855
970,7.549609165154532
505,6.856461984594587
464,6.897704943128636
935,7.1685721930741115
677,6.023447592961033
21,5.262171919911683
142,6.551080335043404
377,6.056784013228625
116,6.583409222158765
736,6.3810035046658875
1103,6.423246963533519
684,7.035268599281097
279,6.70073110954781
1136,7.43307534889858
64,6.848005274576363
528,7.24422751560335
738,7.568379267836522
261,6.1023348559394055
1297,6.802394763324311
1188,6.522092798170152
718,7.1308988302963465
432,7.05617528410041
213,6.393590753950631
773,6.745236349484363
1165,6.918596302160012
775,6.155579701959949
59,7.803843303538772
712,6.111467339502679
791,7.475905969367397
571,6.733401891837359
1277,7.114769448366463
947,7.495541943884256
1044,6.881411303642535
697,5.765191102784844
591,5.69035945432406
343,7.0431599159883405
473,6.152732694704104
243,8.266421472984554
607,7.106606137727303
89,6.396912988410589
1226,6.4457198193855785
621,6.76849321164863
102,7.1308988302963465
1256,7.064759027791802
242,6.3561076606958915
522,5.5053315359323625
584,7.88758403166028
1040,7.081708586105575
1012,7.495541943884256
336,7.090076835776092
552,6.560323202124582
854,7.534228326274089
518,6.461468176353717
575,5.84354441703136
185,7.24422751560335
123,6.173786103901937
1043,6.985641817639208
761,6.363028103540465
633,5.480638923341991
976,6.917705609835305
1261,7.495541943884256
1279,6.593044534142437
1054,6.742880635791903
603,7.613818684808629
1285,6.6933112766194425
306,7.660585461703256
1030,6.647675403310604
538,6.7580945044277305
1061,7.343840115024246
674,6.862757913051401
855,6.606650186198215
347,6.802394763324311
1271,6.9782137426306985
623,6.345636360828596
1083,7.1929342212158
961,6.530877627725885
1290,5.438079308923196
176,5.736572297479192
434,7.003065458786462
592,7.762170607138205
362,5.777621362991072
92,6.551080335043404
37,5.908082938168931
61,7.170119543449628
1074,6.976348070447749
1315,6.581082866839071
951,7.090076835776092
670,6.284134161070802
1002,6.620073206530356
657,7.368339686311381
595,6.413458957167357
144,7.018419704011861
972,7.1459844677143876
995,7.086737934510577
318,6.152732694704104
1056,7.262628600974241
840,7.649692623711514
619,6.097849537811996
447,6.253828811575473
780,7.495541943884256
654,6.824373670043086
838,6.429719478039138
655,7.8632667240095735
384,5.659482215759621
813,6.61338421837956
1038,6.954104370919498
1232,7.575584651557793
808,6.606650186198215
509,7.3777589082278725
366,6.0867747269123065
267,6.583409222158765
1228,7.154615356913663
112,7.300472814267799
354,5.929589143389895
792,5.799092654460526
2,6.802328094435323
616,5.857933154483459
1197,6.478509642208569
610,7.696212639346407
894,6.507277712385012
204,7.520776415062797
924,8.03947991910045
644,7.533693709848633
568,6.447305862541213
1263,7.3783837129967145
23,5.556828061699537
5,7.4980942395604
255,6.709304340258298
440,7.802209316247118
166,6.591673732008658
470,6.684611727667927
236,5.802118375377063
431,7.937374696163295
387,6.002651736498547
978,6.742290839254605
136,6.35088571671474
475,7.438383530044307
270,6.684611727667927
339,6.1092475827643655
1114,7.7406644019172415
493,7.757478766584179
197,6.54965074223381
427,7.549609165154532
748,7.0967213784947605
78,6.253828811575473
788,6.368015645051504
376,7.003065458786462
984,7.549609165154532
1125,7.438383530044307
749,6.501289670540389
1147,5.631211781821365
373,6.697034247666484
151,7.615791072035833
1129,6.309918278226516
488,6.376046444299722
1207,7.8632667240095735
895,5.91350300563827
228,6.678342114654332
1130,7.22983877815125
1229,7.4673710669175595
727,7.0909098220799835
1048,7.114761318252113
647,7.783224016336037
148,7.003065458786462
53,5.99018873360393
490,5.521060837840906
1166,7.365180126021013
1035,7.372118028337787
1072,7.170119543449628
796,6.907755278982137
1234,6.395261598115449
1091,6.885509670034818
559,7.90100705199242
755,6.29156913955832
188,7.090076835776092
847,5.786897381366708
982,8.055157731819678
669,6.040254711277414
899,5.697093486505405
710,6.063785208687608
946,5.66953603592761
1138,6.262693252225446
650,7.804251383528112
7,7.669014276347654
403,7.115224629308743
27,7.003065458786462
1286,5.3471075307174685
266,6.09807428216624
1198,7.401231264413015
246,7.044032897274685
1311,6.802394763324311
579,6.476972362889683
503,6.8022836460399025
766,7.3537223303996315
879,6.805722553416985
370,6.214608098422191
586,6.620086539774801
99,6.186208623900494
171,6.967428860467754
40,6.779921907472252
992,6.363028103540465
1081,8.288031567776464
890,6.733401891837359
278,7.824046010856292
57,6.0867747269123065
778,5.700443573390687
848,6.3818160174060985
1320,5.91350300563827
449,7.265429723253953
537,8.01094706572388
983,6.54534966033442
229,7.806834743085911
411,7.718685495198466
216,7.249925536717988
1063,5.66608060747219
896,7.495541943884256
824,7.528331766707247
1085,6.179975244927748
6,5.993961427306569
44,6.52649485957079
1140,7.4205789054108005
1016,6.306275286948016
513,7.110696122978827
884,6.601230118728877
957,7.02108396428914
253,6.516193076042964
1033,7.709756864454165
798,6.893656354602635
557,6.214608098422191
764,7.090076835776092
516,7.047517221357296
873,7.1592919047975645
12,5.846409872905957
629,6.655440350367647
711,6.433663303827795
96,6.956545443151569
741,6.327936783729195
833,7.53689712956617
1180,6.802394763324311
549,7.044032897274685
115,7.24422751560335
469,6.620073206530356
435,7.600902459542082
221,6.380122536899765
156,7.544861068658458
1186,5.521460917862246
8,7.055916629962658
728,7.431086382268411
196,6.908654874224973
309,7.143617602704121
480,7.519068565317946
960,7.295192184570911
365,7.2640301428995295
10,6.647688373563329
424,7.313886831633462
311,7.588829878307813
1108,6.708511342992233
822,6.8690144506657065
70,6.309918278226516
926,6.927548102308689
1015,7.081708586105575
714,6.907755278982137
293,7.07326971745971
661,7.084058763450528
725,5.700443573390687
1210,6.186208623900494
622,7.063903961472068
893,5.855071922202427
372,6.990256500493881
870,6.152732694704104
358,7.251344983372214
237,7.313220387090301
378,7.696212639346407
508,6.429703348876805
902,7.24422751560335
26,6.039397200863284
400,7.2078598714324755
625,7.727032781686294
271,7.313220387090301
63,6.396929655216146
489,6.588926477533519
1024,6.856461984594587
856,6.423246963533519
883,7.236339342754344
346,5.62003848122324
504,7.4673710669175595
114,7.22983877815125
342,6.956545443151569
615,7.170119543449628
1134,7.180442995849564
956,6.429719478039138
703,5.598421958998375
724,7.07326971745971
1214,5.910796644040527
212,7.27931883541462
459,7.336285660021297
699,6.551080335043404
1191,5.988961416889864
17,6.61472560020376
867,6.1092475827643655
1227,7.803843303538772
20,6.887552571664617
1179,7.478734825567875
520,7.106802839691678
887,5.991439546795477
637,7.550135342488429
1090,6.492239835020471
169,7.495541943884256
1196,7.6752536164097185
452,7.07326971745971
394,7.666690200080086
762,7.00033446027523
719,6.993932975223189
889,6.817283375818062
783,7.126890808898808
878,7.576097340623111
1291,6.639875833826536
1275,6.19644412779452
564,6.856461984594587
297,6.194405391104672
69,5.438079308923196
1116,7.063022478126802
1313,6.6933112766194425
732,7.207474612044422
201,6.866933284461882
860,5.703782474656201
666,7.087573705557973
891,7.438971592395862
345,7.042067616589731
1062,7.736739317537815
871,6.747187386150408
222,6.939253946041508
74,6.769641976852503
1034,6.680842131660057
754,7.408530566894626
1316,6.459904454377535
1145,6.4457198193855785
195,5.564520407322694
446,6.327936783729195
1018,7.086737934510577
1305,6.639875833826536
42,7.313220387090301
688,6.906654673538104
48,7.170119543449628
50,6.1463292576688975
124,7.715346593932951
877,6.999422467507961
667,8.054640137573424
291,7.001245622069476
695,6.30384532969252
321,7.803843303538772
75,6.999422467507961
1055,5.355642433167306
199,6.818924065275521
1115,7.035400632817807
30,6.799055862058796
66,6.53813982376767
760,7.550135342488429
1088,6.994849985833071
967,7.05617528410041
1310,5.940171252720432
1036,7.047517221357296
593,7.312553498102598
223,7.047517221357296
137,6.395261598115449
1282,5.940171252720432
1292,5.91350300563827
155,6.212606095751519
701,7.85979918056211
337,6.8501261661455
468,6.077642243349034
76,5.966146739123692
269,6.338594078203183
795,6.993932975223189
1240,6.272877006546167
980,6.716594773520978
630,6.684611727667927
587,5.966146739123692
643,6.810825788802163
187,6.677083461247136
423,6.536691597591305
745,6.492239835020471
263,7.824046010856292
441,7.803843303538772
178,6.828712071641684
826,5.955837369464831
1119,7.090076835776092
600,7.438383530044307
132,6.834108738813838
324,6.186208623900494
781,6.928537818164665
110,7.085064293952548
180,6.1092475827643655
1187,6.733401891837359
467,6.300785794663244
138,6.8966943316227125
1243,5.736572297479192
397,7.3727463664043285
88,6.551080335043404
45,6.907755278982137
747,6.0205377945936895
944,5.736572297479192
107,7.201170883281678
818,6.413458957167357
281,7.003065458786462
1219,6.4457198193855785
1011,5.942799375126701
9,7.310550158534422
247,6.7912214627261855
25,6.492239835020471
190,7.7823903355874595
1304,5.438079308923196
1289,7.313220387090301
1053,6.919199542866395
71,6.856461984594587
705,6.507277712385012
390,7.467313922427702
845,7.791522819150732
1298,6.311716660167896
1099,6.621405651764134
305,6.234410725718371
1065,6.887552571664617
631,6.838405200847344
642,5.991464547107982
43,6.261472600169475
111,7.170119543449628
672,7.305033633553407
1276,6.79794041297493
1241,7.44680094517285
1014,7.13966033596492
259,6.555356891810665
1049,7.2078598714324755
563,5.545177444479562
443,5.8522024797744745
928,6.782192056006791
94,7.088408778675395
338,7.19668657083435
700,7.554329585367344
1109,7.3777589082278725
613,7.24422751560335
106,7.02108396428914
580,6.7226297948554485
39,6.193772537834054
977,7.490529402060711
85,5.991464547107982
1057,6.957116708519861
58,6.375348447182542
974,7.336936913707618
1294,6.131226489483141
79,6.752270376141742
1025,7.3395376954076745
859,7.292337176173877
139,5.5348114022303845
486,7.422373700986824
1052,6.969743676316205
790,7.762596048540069
1154,7.783224016336037
930,6.8679744089702925
34,7.533693709848633
286,6.061456918928017
1086,7.090076835776092
834,6.214608098422191
1223,6.7912214627261855
645,5.521460917862246
234,7.146772179452637
687,7.170119543449628
226,6.802394763324311
409,7.04359650189355
